sessiontype, [entity], [InformationProviderOperation; TraderPositionOperations; ProgramTrading; PaymentRailOperations; OperationalGateway; TradeConfirmationMatching; TradeandPriceReporting; ArchiveServices; DealerDesk; eTradingWorkbench], 1, 10
TradeCaptureandReportingFunction, [BQ], [TraderPositionOperations], 1, 1
InternalBankAccountLogReference, [Reference], [InternalBankAccount], 1, 1
SecurityTradingFailsProcedureFinancialFacilityReference, [Reference], [SecuritiesFailsProcessing], 1, 1
ProductionRisk, [BQ], [ProductionRelease], 1, 1
ProductServiceAgencyOutcome, [entity], [ProductServiceAgency], 1, 1
QuotationProcedureAssociatedPartyReference, [Reference], [QuoteManagement], 1, 1
SubCustodianAgreementOutcome, [entity], [SubCustodianAgreement], 1, 1
AssetandLiabilityValuationTest, [BQ], [FinancialStatementAssessment], 1, 1
Agreement, [BQ], [FiduciaryAgreement; CustomerOffer], 1, 2
Audit, [BQ], [CustomerOffer; InternalAudit], 1, 2
MarketAssetValuationProcedureEmployeeReference, [Reference], [FinancialInstrumentValuation], 1, 1
CorrespondentBankDirectoryEntry, [CR], [CorrespondentBankDirectory], 1, 1
Relationship, [BQ], [CustomerEventHistory], 1, 1
Participation, [BQ], [PromotionalEvents], 1, 1
CorporateTrustServicesFacilityCustomerReference, [Reference], [TrustServices; CorporateTrustServices], 1, 2
SpecialPricingConditionsOutcome, [entity], [SpecialPricingConditions], 1, 1
OperationalandProductionProceduresandGuidelines, [BQ], [ManagementManual], 1, 1
CorporateActionOutcome, [entity], [CorporateAction], 1, 1
BranchCurrencyDistributionOutcome, [entity], [BranchCurrencyDistribution], 1, 1
PolicyTerms, [BQ], [SalesProductAgreement; ProductBrokerAgreement; CustomerAgreement], 1, 3
ServiceEvaluation, [BQ], [ProductTraining], 1, 1
PasswordAssignment, [BQ], [IssuedDeviceAdministration], 1, 1
financialinstrument, [entity], [FinancialInstrumentReferenceDataManagement], 1, 1
LeasingFacility, [CR], [Leasing], 1, 1
FundEnrolmentCertificationRoutine, [BQ], [HedgeFundAdministration], 1, 1
SecurityTradingFailsProcedureAssociatedPartyReference, [Reference], [SecuritiesFailsProcessing], 1, 1
assessment, [entity], [CardAuthorization; FinancialStatementAssessment], 1, 2
FunctionalRequirements, [BQ], [ProductDesign; FraudModel; CustomerBehaviorModels; CreditRiskModels], 1, 4
InternalBankAccountLog, [CR], [InternalBankAccount], 1, 1
DirectDebitOutcome, [entity], [DirectDebit], 1, 1
Placement, [BQ], [AssetSecuritization; ECMAndDCM], 1, 2
CustomerServicingResourceAllocation, [CR], [ContactRouting], 1, 1
DocumentUpdateHistoryProperties, [BQ], [DocumentDirectory], 1, 1
DevelopmentToolingandEnvironment, [BQ], [ITStandardsAndGuidelines], 1, 1
BankGuaranteeCollectionsTask, [BQ], [BankGuarantee], 1, 1
IssuedDeviceAllocation, [CR], [IssuedDeviceAdministration], 1, 1
directoryentry, [entity], [DocumentDirectory; ServiceDirectory; CustomerProductsandServices; SyndicateManagement; CounterpartyAdministration; FinancialInstrumentReferenceDataManagement], 1, 6
FinancialStatementAssessmentRequesterReference, [Reference], [FinancialStatementAssessment], 1, 1
DirectDebitMandateDirectoryEntry, [CR], [DirectDebitMandate], 1, 1
BatchDebit, [entity], [DirectDebit], 1, 1
guaranteetype, [entity], [BankGuarantee], 1, 1
RequestorReference, [Reference], [IssuedDeviceAdministration], 1, 1
TaxOptimizationTopic, [BQ], [CorporateFinance], 1, 1
MarketTracking, [BQ], [Advertising; PromotionalEvents; ProspectCampaignManagement; CustomerCampaignManagement], 1, 4
MaintenanceandAccessAdministration, [BQ], [KnowledgeExchange], 1, 1
ProductTestingandDeploymentMechanisms, [BQ], [ITStandardsAndGuidelines], 1, 1
ITOperations, [BQ], [ProductDeployment], 1, 1
MerchantRelationshipAgreementAssociatedAgreementReference, [Reference], [MerchantRelations], 1, 1
letterofcreditarrangement, [entity], [LetterofCredit], 1, 1
ProspectCampaignPortfolioManagementPlan, [CR], [ProspectCampaignManagement], 1, 1
ServiceProviderAgreementCustomerReference, [Reference], [ProductServiceAgency], 1, 1
transactiondate, [entity], [AccountReconciliation; FinancialInstrumentValuation; TradeSettlement; QuoteManagement; OrderAllocation; BankGuarantee; DocumentServices; LetterofCredit; PaymentInstruction; StockLendingandRepos; BankDrafts; ServicingIssue; TradeClearing; CorporateAction; SecuritiesFailsProcessing], 1, 15
ServiceDirectoryEntry, [CR], [ServiceDirectory], 1, 1
SecurityDividendPaymentWorkstep, [BQ], [CorporateAction], 1, 1
ProductionIssueAnalysisWorkstep, [BQ], [ServicingIssue], 1, 1
TradeCaptureandReportingFunctionReference, [Reference], [TraderPositionOperations], 1, 1
HelpServiceSelection, [BQ], [InteractiveHelp], 1, 1
MarketTradeCashSettlementWorkstepReference, [Reference], [TradeSettlement], 1, 1
CardFinancialSettlementProcedure, [CR], [CardFinancialSettlement], 1, 1
TradingBookOversightOutcome, [entity], [TradingBookOversight], 1, 1
DocumentServiceProcedureServiceProviderReference, [Reference], [DocumentServices], 1, 1
NotionalPoolingFacility, [CR], [NotionalPooling], 1, 1
SecuritiesFailDeterminationWorkstep, [BQ], [SecuritiesFailsProcessing], 1, 1
AccountBalanceSweepingFacilityRegulationReference, [Reference], [CashConcentration], 1, 1
ContactCenterAdministrativePlan, [CR], [ContactCenterOperations], 1, 1
BrokeredProductManagementPlanReference, [Reference], [BrokeredProduct], 1, 1
Fulfill, [BQ], [CorporateLease], 1, 1
CustomerWorkbenchOperatingSession, [CR], [CustomerWorkbench], 1, 1
MarketTradeOutTradeResolutionWorkstep, [BQ], [TradeClearing], 1, 1
CorporatePayrollPaymentsFulfillment, [BQ], [CorporatePayrollServices], 1, 1
ImpactAssessment, [BQ], [PromotionalEvents], 1, 1
CorporateActionProcedureCustomerAgreementReference, [Reference], [CorporateAction], 1, 1
IndexingandPublication, [BQ], [KnowledgeExchange], 1, 1
FraudDiagnosisAnalysis, [CR], [FraudDiagnosis], 1, 1
Initiative, [BQ], [SegmentDirection; BusinessDevelopment], 1, 2
service, [entity], [BankGuarantee; InternalBankAccount; CreditCardPositionKeeping; LetterofCredit; StockLendingandRepos; BankDrafts; SyndicateManagement; FinancialStatementAssessment], 1, 8
BranchLocationAdministrativePlanReference, [Reference], [BranchLocationOperations], 1, 1
Enquiries, [BQ], [RegulatoryReporting], 1, 1
TradeSettlementProcedureCustomerAgreementReference, [Reference], [TradeSettlement], 1, 1
TransactionCapture, [BQ], [CardTransactionSwitch; CardCapture], 1, 2
EnterpriseArchitectureSpecification, [CR], [EnterpriseArchitecture], 1, 1
DealerDeskOperatingSession, [CR], [DealerDesk], 1, 1
CentralCashHandlingOutcome, [entity], [CentralCashHandling], 1, 1
Archiving, [BQ], [KnowledgeExchange], 1, 1
SupplierAgreementCustomerReference, [Reference], [ContractorandSupplierAgreement], 1, 1
SecurityTradingFailsProcedureEmployeeReference, [Reference], [SecuritiesFailsProcessing], 1, 1
accountdate, [entity], [NotionalPooling; IssuedDeviceAdministration; CorporatePayrollServices; StandingOrder; CustomerProposition; PublicOffering; CurrentAccount; MerchantRelations; ChequeLockBox; Factoring; ContractorandSupplierAgreement; MarketMaking; ProductServiceAgency; CashConcentration; SubCustodianAgreement; TrustServices; ProjectFinance; CounterpartyAdministration; PrivatePlacement; CorporateTrustServices], 1, 20
AssetSecuritizationTransaction, [CR], [AssetSecuritization], 1, 1
repurchaseagreementtypevalues, [Enum], [StockLendingandRepos], 1, 1
Review_RefinementandEditing, [BQ], [KnowledgeExchange], 1, 1
AccountResolutionWorkstep, [BQ], [AccountReconciliation], 1, 1
SecuritiesAllocationProcedureAssociatedPartyReference, [Reference], [OrderAllocation], 1, 1
ArrangementServicingProperties, [BQ], [ServiceDirectory], 1, 1
MaintenanceAndUpgrades, [BQ], [AdvancedVoiceServicesManagement; eBranchManagement], 1, 2
ServiceProviderAgreement, [CR], [ProductServiceAgency], 1, 1
Instruction, [BQ], [CardFinancialSettlement], 1, 1
BankDefinedProductandServiceTerm, [BQ], [CustomerProposition], 1, 1
MarketMakingFacilityReference, [Reference], [MarketMaking], 1, 1
Assignment, [BQ], [IntellectualPropertyPortfolio; ProductExpertSalesSupport; ProductInventoryItemManagement; ServicingEventHistory; ContactCenterOperations; CardCollections], 1, 6
LegalTermReference, [Reference], [MerchantRelations; ContractorandSupplierAgreement; ProductServiceAgency; SubCustodianAgreement], 1, 4
Prospectus, [BQ], [ECMAndDCM], 1, 1
actiontypevalues, [Enum], [AccountReconciliation; TradingBookOversight; FinancialInstrumentValuation; TradeSettlement; QuoteManagement; OrderAllocation; CustomerProposition; ProductSalesSupport; MerchantRelations; HedgeFundAdministration; BranchLocationOperations; BrokeredProduct; DocumentServices; CorrespondentBankRelationshipManagement; PaymentInstruction; ContractorandSupplierAgreement; ServicingIssue; ProductServiceAgency; MutualFundAdministration; SyndicateManagement; TradeClearing; SubCustodianAgreement; CreditRiskOperations; UnitTrustAdministration; CorporateAction; SecuritiesFailsProcessing], 1, 26
TradeClearingProcedureEmployeeReference, [Reference], [TradeClearing], 1, 1
CustomerBillingProcedure, [CR], [CustomerBilling], 1, 1
ContractorandSupplierAgreementOutcome, [entity], [ContractorandSupplierAgreement], 1, 1
LetterofCreditPayoutTask, [BQ], [LetterofCredit], 1, 1
ITStandardsAndGuidelinesOutcome, [entity], [ITStandardsAndGuidelines], 1, 1
QuoteManagementOutcome, [entity], [QuoteManagement], 1, 1
AccountBalanceSweepingFacilityReference, [Reference], [CashConcentration], 1, 1
TradingCreditPositionMeasurementProductReference, [Reference], [CreditRiskOperations], 1, 1
ProgramTradedPortfolioMaintenanceFunction, [BQ], [ProgramTrading], 1, 1
letterofcreditarrangementtypevalues, [Enum], [LetterofCredit], 1, 1
AccountBalanceSweepingFacility, [CR], [CashConcentration], 1, 1
QuotationProcedureReference, [Reference], [QuoteManagement], 1, 1
Authoring, [BQ], [RegulatoryReporting], 1, 1
StaffandLocationPlanning, [BQ], [BranchLocationManagement], 1, 1
TradeConfirmationMatchingOutcome, [entity], [TradeConfirmationMatching], 1, 1
SubCustodianAgreementReference, [Reference], [SubCustodianAgreement], 1, 1
InvestmentAccountFacility, [CR], [InvestmentAccount], 1, 1
Distribution, [BQ], [MarketDataSwitchOperation; ProductInventoryDistribution], 1, 2
SupplierAgreementAssociatedAgreementReference, [Reference], [ContractorandSupplierAgreement], 1, 1
TradeQuoteandPricingFunction, [BQ], [TraderPositionOperations], 1, 1
addresstypevalues, [Enum], [LocationDataManagement], 1, 1
Assisted, [BQ], [PointofService], 1, 1
DealerDeskTradingAssignmentandLimitsFunctionReference, [Reference], [DealerDesk], 1, 1
ProductTrainingProcedure, [CR], [ProductTraining], 1, 1
IssuedDevice, [BQ], [Leasing; SavingsAccount; CurrentAccount; CashManagementAndAccountServices; MerchandisingLoan; CorporateCurrentAccount; CreditCard; MortgageLoan; TermDeposit], 1, 9
AnalysisAlgorithm, [entity], [MarketAnalysis; CompetitorAnalysis], 1, 2
AccountReceivableProcessingFulfillment, [BQ], [Factoring], 1, 1
Organization, [BQ], [EnterpriseArchitecture], 1, 1
In, [BQ], [CustomerProductsandServices], 1, 1
TradingBookRiskMitigationDutyReference, [Reference], [TradingBookOversight], 1, 1
accounttype, [entity], [NotionalPooling; IssuedDeviceAdministration; CorporatePayrollServices; StandingOrder; CustomerProposition; PublicOffering; CurrentAccount; MerchantRelations; ChequeLockBox; Factoring; ContractorandSupplierAgreement; MarketMaking; ProductServiceAgency; CashConcentration; SubCustodianAgreement; TrustServices; ProjectFinance; CounterpartyAdministration; PrivatePlacement; CorporateTrustServices], 1, 20
CustomerBehavior, [BQ], [FraudDiagnosis; ChannelActivityAnalysis], 1, 2
TransferPricing, [BQ], [ProductCombination], 1, 1
CustomerBehaviorModelSpecification, [CR], [CustomerBehaviorModels], 1, 1
BankDraftsOutcome, [entity], [BankDrafts], 1, 1
PricingTerms, [BQ], [SpecialPricingConditions], 1, 1
EmbeddedProductControl, [BQ], [ProductCombination], 1, 1
Profile, [BQ], [LegalEntityDirectory], 1, 1
ProductTrainingOutcome, [entity], [ProductTraining], 1, 1
CorrespondenceandDocuments, [BQ], [CustomerOffer], 1, 1
limitstatus, [entity], [NotionalPooling; CorporatePayrollServices; PublicOffering; ChequeLockBox; InternalBankAccount; CreditCardPositionKeeping; Factoring; MarketMaking; CashConcentration; TrustServices; ProjectFinance; CreditRiskOperations; PrivatePlacement; CorporateTrustServices], 1, 14
FundAccountingRoutine, [BQ], [HedgeFundAdministration; MutualFundAdministration; UnitTrustAdministration], 1, 3
AssetAndLiabilityPortfolioStrategy, [CR], [AssetAndLiabilityManagement], 1, 1
TradeDealBlotterFunction, [BQ], [TraderPositionOperations], 1, 1
ChequesAssignment, [BQ], [IssuedDeviceAdministration], 1, 1
GuidelineComplianceAssessment, [CR], [GuidelineCompliance], 1, 1
OptionInstrumentproperty, [BQ], [FinancialInstrumentReferenceDataManagement], 1, 1
CustomerCampaignSpecification, [CR], [CustomerCampaignDesign], 1, 1
StandingOrderOutcome, [entity], [StandingOrder], 1, 1
ProductionIssueDeterminationWorkstepReference, [Reference], [ServicingIssue], 1, 1
PublicOfferingFacilityProductReference, [Reference], [PublicOffering], 1, 1
TransactionBatch, [BQ], [CardeCommerceGateway], 1, 1
BankRelationshipManagementPlan, [CR], [InterbankRelationshipManagement], 1, 1
ChequeProcessingOutcome, [entity], [ChequeProcessing], 1, 1
EmployeePaymentServicesFacility, [CR], [CorporatePayrollServices], 1, 1
LockBoxFacilityProductReference, [Reference], [ChequeLockBox], 1, 1
FinancialMarketAnalysis, [CR], [FinancialMarketAnalysis], 1, 1
MerchandisingLoanOutcome, [entity], [MerchandisingLoan], 1, 1
TradedPositionOperatingSessionAssociatedPartyReference, [Reference], [TraderPositionOperations], 1, 1
ProductionServiceReportingFulfillment, [BQ], [CorporatePayrollServices], 1, 1
RepoTransactionReference, [Reference], [StockLendingandRepos], 1, 1
InformationFeedOperatingSession, [CR], [InformationProviderOperation], 1, 1
DealerDeskConsolidatedPositionTrackingFunction, [BQ], [DealerDesk], 1, 1
StaffAvailabilityTrackingRoutine, [BQ], [ProductSalesSupport], 1, 1
MerchantBehavior, [BQ], [ChannelActivityAnalysis], 1, 1
FundManagementFeeRoutineReference, [Reference], [MutualFundAdministration; UnitTrustAdministration], 1, 2
ChannelActivityAnalysis, [CR], [ChannelActivityAnalysis], 1, 1
SecurityRightsIssueActionWorkstepReference, [Reference], [CorporateAction], 1, 1
BankGuaranteeTransactionReference, [Reference], [BankGuarantee], 1, 1
DocumentRetrievalFunctionReference, [Reference], [ArchiveServices], 1, 1
ParticipantService, [BQ], [CardNetworkParticipantFacility], 1, 1
InventoryAllocation, [BQ], [BranchCurrencyManagement], 1, 1
ProgramTradingOperatingSessionAssociatedPartyReference, [Reference], [ProgramTrading], 1, 1
ChequeProcessingOperatingSession, [CR], [ChequeProcessing], 1, 1
InternalPublication, [BQ], [MarketDataSwitchOperation], 1, 1
ReviewerSelection, [BQ], [CustomerSurveys], 1, 1
FundManagementRoutine, [BQ], [HedgeFundAdministration], 1, 1
CreditCardPositionLogCustomerReference, [Reference], [CreditCardPositionKeeping], 1, 1
FiduciaryAgreementOutcome, [entity], [FiduciaryAgreement], 1, 1
TraderSecurityPositionManagementandAnalysisFunctionReference, [Reference], [TraderPositionOperations], 1, 1
SalesServicingProperties, [BQ], [ServiceDirectory], 1, 1
datetime, [entity], [CardAuthorization; InformationProviderOperation; TraderPositionOperations; ProgramTrading; LocationDataManagement; NotionalPooling; LegalEntityDirectory; AccountReconciliation; IssuedDeviceAdministration; DocumentDirectory; TradingBookOversight; FinancialInstrumentValuation; PaymentRailOperations; TradeSettlement; QuoteManagement; CorporatePayrollServices; OrderAllocation; StandingOrder; PartyReferenceDataDirectory; CustomerProposition; CorporateFinance; PublicOffering; ProductSalesSupport; BankGuarantee; CurrentAccount; MerchantRelations; HedgeFundAdministration; MergersandAcquisitionsAdvisory; ChequeLockBox; BranchLocationOperations; BrokeredProduct; DocumentServices; InternalBankAccount; CorrespondentBankRelationshipManagement; CreditCardPositionKeeping; LetterofCredit; PaymentInstruction; StockLendingandRepos; OperationalGateway; CardeCommerceGateway; BankDrafts; ServiceDirectory; Factoring; TradeConfirmationMatching; ContractorandSupplierAgreement; ServicingIssue; CustomerProductsandServices; MarketMaking; ProductServiceAgency; TradeandPriceReporting; ArchiveServices; MutualFundAdministration; SyndicateManagement; TradeClearing; CashConcentration; SubCustodianAgreement; TrustServices; DealerDesk; ProjectFinance; eTradingWorkbench; CreditRiskOperations; CounterpartyAdministration; UnitTrustAdministration; PrivatePlacement; FinancialStatementAssessment; FinancialInstrumentReferenceDataManagement; CorporateAction; SecuritiesFailsProcessing; CorporateTrustServices], 1, 69
partytypevalues, [Enum], [CardAuthorization; InformationProviderOperation; TraderPositionOperations; ProgramTrading; LocationDataManagement; NotionalPooling; LegalEntityDirectory; AccountReconciliation; IssuedDeviceAdministration; DocumentDirectory; TradingBookOversight; FinancialInstrumentValuation; PaymentRailOperations; TradeSettlement; QuoteManagement; CorporatePayrollServices; OrderAllocation; StandingOrder; PartyReferenceDataDirectory; CustomerProposition; CorporateFinance; PublicOffering; ProductSalesSupport; BankGuarantee; CurrentAccount; MerchantRelations; HedgeFundAdministration; MergersandAcquisitionsAdvisory; ChequeLockBox; BranchLocationOperations; BrokeredProduct; DocumentServices; InternalBankAccount; CorrespondentBankRelationshipManagement; CreditCardPositionKeeping; LetterofCredit; PaymentInstruction; StockLendingandRepos; OperationalGateway; CardeCommerceGateway; BankDrafts; ServiceDirectory; Factoring; TradeConfirmationMatching; ContractorandSupplierAgreement; ServicingIssue; CustomerProductsandServices; MarketMaking; ProductServiceAgency; TradeandPriceReporting; ArchiveServices; MutualFundAdministration; SyndicateManagement; TradeClearing; CashConcentration; SubCustodianAgreement; TrustServices; DealerDesk; ProjectFinance; eTradingWorkbench; CreditRiskOperations; CounterpartyAdministration; UnitTrustAdministration; PrivatePlacement; FinancialStatementAssessment; FinancialInstrumentReferenceDataManagement; CorporateAction; SecuritiesFailsProcessing; CorporateTrustServices], 1, 69
PaymentAccountReconciliationFunction, [BQ], [PaymentRailOperations], 1, 1
AccountLien, [BQ], [SavingsAccount; CurrentAccount; CashManagementAndAccountServices; CorporateCurrentAccount; TermDeposit], 1, 5
function, [entity], [TraderPositionOperations; ProgramTrading; PaymentRailOperations; OperationalGateway; TradeConfirmationMatching; TradeandPriceReporting; ArchiveServices; DealerDesk; eTradingWorkbench], 1, 9
AnalystReview, [BQ], [FraudDiagnosis], 1, 1
EligibilityCheck, [BQ], [CustomerProductAndServiceEligibility], 1, 1
RewardPointsLog, [CR], [RewardPointsAccount], 1, 1
PublicOfferingOutcome, [entity], [PublicOffering], 1, 1
MarketAssetValuationProcedureReference, [Reference], [FinancialInstrumentValuation], 1, 1
ComplianceCheckWorkstepReference, [Reference], [PaymentInstruction], 1, 1
FundInvestor_MiddleandBackOfficeServiceRoutineReference, [Reference], [HedgeFundAdministration; MutualFundAdministration; UnitTrustAdministration], 1, 3
CurrencyExchangeOutcome, [entity], [CurrencyExchange], 1, 1
TradeSettlementProcedure, [CR], [TradeSettlement], 1, 1
FundInflowsandOutflowRoutine, [BQ], [HedgeFundAdministration; MutualFundAdministration], 1, 2
ChequeExtraction, [BQ], [ChequeProcessing], 1, 1
TraderSecurityPositionManagementandAnalysisFunction, [BQ], [TraderPositionOperations], 1, 1
TradeClearingProcedureCustomerReference, [Reference], [TradeClearing], 1, 1
AccountBalanceSweepingFacilityAccountReference, [Reference], [CashConcentration], 1, 1
CardTransaction, [BQ], [CreditCard; CardeCommerceGateway], 1, 2
TradeSettlementProcedureBusinessUnitReference, [Reference], [TradeSettlement], 1, 1
condition, [entity], [CardAuthorization; TraderPositionOperations; ProgramTrading; NotionalPooling; AccountReconciliation; DirectDebit; DocumentDirectory; TradingBookOversight; FinancialInstrumentValuation; PaymentRailOperations; TradeSettlement; QuoteManagement; CorporatePayrollServices; OrderAllocation; StandingOrder; CustomerProposition; CorporateFinance; PublicOffering; ProductSalesSupport; BankGuarantee; MerchantRelations; HedgeFundAdministration; MergersandAcquisitionsAdvisory; ChequeLockBox; BranchLocationOperations; BrokeredProduct; CorrespondentBankRelationshipManagement; CreditCardPositionKeeping; LetterofCredit; PaymentInstruction; StockLendingandRepos; OperationalGateway; VirtualAccount; BankDrafts; ServiceDirectory; Factoring; TradeConfirmationMatching; ContractorandSupplierAgreement; ServicingIssue; CustomerProductsandServices; MarketMaking; ProductServiceAgency; TradeandPriceReporting; ArchiveServices; MutualFundAdministration; SyndicateManagement; TradeClearing; CashConcentration; SubCustodianAgreement; TrustServices; DealerDesk; ProjectFinance; eTradingWorkbench; CreditRiskOperations; CounterpartyAdministration; UnitTrustAdministration; PrivatePlacement; FinancialStatementAssessment; FinancialInstrumentReferenceDataManagement; CorporateAction; SecuritiesFailsProcessing; CorporateTrustServices], 1, 62
MarketTradeReportingOperatingSession, [CR], [TradeandPriceReporting], 1, 1
DealerDeskConsolidatedPositionTrackingFunctionReference, [Reference], [DealerDesk], 1, 1
bankguaranteetransaction, [entity], [BankGuarantee], 1, 1
CustomerCreditRatingState, [CR], [CustomerCreditRating], 1, 1
CashDistribution, [BQ], [ATMNetworkOperations], 1, 1
VoiceChannelOperatingSession, [CR], [AdvancedVoiceServicesOperations], 1, 1
CorporateLeaseFacility, [CR], [CorporateLease], 1, 1
financialmarket, [entity], [FinancialInstrumentReferenceDataManagement], 1, 1
MarketTradeCashSettlementWorkstep, [BQ], [TradeSettlement], 1, 1
