Biometric, BQ, [PartyAuthentication], 1
address, Reference, [Leasing; LocationDataManagement; InvestmentAccount; IssuedDeviceAdministration; ProductDirectory; SavingsAccount; CurrentAccount; DirectDebitMandate; ServiceProviderOperations; BranchLocationOperations; SalesProduct; BrokeredProduct; MerchandisingLoan; CorporateCurrentAccount; ConsumerLoan; LetterofCredit; CreditCard; VirtualAccount; MortgageLoan; Loan; TermDeposit; MerchantAcquiringFacility; CorporateLoan; CustomerRelationshipManagement], 24
ProductorServiceSpecification, CR, [ProductDesign], 1
ArrangementServicing, BQ, [ServiceDirectory], 1
TradeSettlementOutcome, schema, [TradeSettlement], 1
sessiontype, Reference, [InformationProviderOperation; TraderPositionOperations; ProgramTrading; PaymentRailOperations; OperationalGateway; TradeConfirmationMatching; TradeandPriceReporting; ArchiveServices; DealerDesk; eTradingWorkbench], 10
ProgramTradeExecution, BQ, [ProgramTrading], 1
contactpoint, Reference, [PartyReferenceDataDirectory], 1
ProductionRisk, BQ, [ProductionRelease], 1
ProductServiceAgencyOutcome, schema, [ProductServiceAgency], 1
SubCustodianAgreementOutcome, schema, [SubCustodianAgreement], 1
AssetandLiabilityValuationTest, BQ, [FinancialStatementAssessment], 1
Agreement, BQ, [FiduciaryAgreement; CustomerOffer], 2
Audit, BQ, [CustomerOffer; InternalAudit], 2
FundTaxAdministration, BQ, [HedgeFundAdministration; MutualFundAdministration; UnitTrustAdministration], 3
MarketMakingSecurityTradedPosition, BQ, [MarketMaking], 1
CorrespondentBankDirectoryEntry, CR, [CorrespondentBankDirectory], 1
Relationship, BQ, [CustomerEventHistory], 1
FundAccounting, BQ, [HedgeFundAdministration; MutualFundAdministration; UnitTrustAdministration], 3
taxarrangement, Reference, [Leasing; SavingsAccount; CurrentAccount; MerchandisingLoan; CorporateCurrentAccount; ConsumerLoan; CreditCard; VirtualAccount; MortgageLoan; Loan; TermDeposit; CorporateLoan], 12
corporateactiontypevalues, Enum, [InvestmentAccount; CorporateAction], 2
Participation, BQ, [PromotionalEvents], 1
directdebitmandatearrangement, Reference, [Leasing; SavingsAccount; CurrentAccount; DirectDebitMandate; MerchandisingLoan; CorporateCurrentAccount; MortgageLoan; TermDeposit], 8
insuranceagreement, Reference, [Loan], 1
clearingtransaction, Reference, [Leasing; CorrespondentBankOperations], 2
SpecialPricingConditionsOutcome, schema, [SpecialPricingConditions], 1
OperationalandProductionProceduresandGuidelines, BQ, [ManagementManual], 1
CorporateActionOutcome, schema, [CorporateAction], 1
BranchCurrencyDistributionOutcome, schema, [BranchCurrencyDistribution], 1
PolicyTerms, BQ, [SalesProductAgreement; ProductBrokerAgreement; CustomerAgreement], 3
ServiceEvaluation, BQ, [ProductTraining], 1
PasswordAssignment, BQ, [IssuedDeviceAdministration], 1
taskinputoutput, Reference, [PaymentExecution], 1
financialinstrument, Reference, [FinancialInstrumentReferenceDataManagement], 1
LeasingFacility, CR, [Leasing], 1
servicingmandatearrangement, Reference, [ServicingMandate], 1
assessment, Reference, [CardAuthorization; PartyLifecycleManagement; CustomerProductAndServiceEligibility; ConsumerLoan; Loan; CorporateLoan; FinancialStatementAssessment], 7
FunctionalRequirements, BQ, [ProductDesign; FraudModel; CustomerBehaviorModels; CreditRiskModels], 4
ServiceAccess, BQ, [BrokeredProduct], 1
DirectDebitOutcome, schema, [DirectDebit], 1
Placement, BQ, [AssetSecuritization; ECMAndDCM], 2
CustomerServicingResourceAllocation, CR, [ContactRouting], 1
DocumentUpdateHistoryProperties, BQ, [DocumentDirectory], 1
BrokeredProductFacility, CR, [BrokeredProduct], 1
DevelopmentToolingandEnvironment, BQ, [ITStandardsAndGuidelines], 1
IssuedDeviceAllocation, CR, [IssuedDeviceAdministration], 1
collateralasset, Reference, [Underwriting; CustomerOffer; ConsumerLoan; CustomerPosition; Loan; CorporateLoan], 6
directoryentry, Reference, [DocumentDirectory; CustomerProductandServiceDirectory; ServiceDirectory; SyndicateManagement; CounterpartyAdministration; FinancialInstrumentReferenceDataManagement], 6
customerrelationshipdevelopment, Reference, [CustomerRelationshipManagement], 1
customerproductmatch, Reference, [ProductMatching], 1
DirectDebitMandateDirectoryEntry, CR, [DirectDebitMandate], 1
BatchDebit, schema, [DirectDebit], 1
guaranteetype, Reference, [BankGuarantee], 1
customerofferinvolvement, Reference, [CustomerOffer], 1
MarketTracking, BQ, [Advertising; PromotionalEvents; ProspectCampaignManagement; CustomerCampaignManagement], 4
MaintenanceandAccessAdministration, BQ, [KnowledgeExchange], 1
ProductTestingandDeploymentMechanisms, BQ, [ITStandardsAndGuidelines], 1
ServiceFee, BQ, [CurrentAccount], 1
ITOperations, BQ, [ProductDeployment], 1
MarketTradeSettlementInitiation, BQ, [TradeClearing], 1
interesttypevalues, Enum, [Leasing; BankGuarantee; SavingsAccount; CurrentAccount; MerchandisingLoan; CorporateCurrentAccount; ConsumerLoan; LetterofCredit; CreditCard; StockLendingandRepos; VirtualAccount; BankDrafts; MortgageLoan; Loan; PositionKeeping; TermDeposit; CorporateLoan], 17
interestcalculationarrangementmodality, Reference, [ConsumerLoan; Loan; CorporateLoan], 3
ratetypevalues, Enum, [Leasing; SavingsAccount; CurrentAccount; MerchandisingLoan; CorporateCurrentAccount; ConsumerLoan; CreditCard; VirtualAccount; MortgageLoan; Loan; PositionKeeping; TermDeposit; CorporateLoan], 13
AccountsReceivablePurchase, BQ, [Factoring], 1
ProspectCampaignPortfolioManagementPlan, CR, [ProspectCampaignManagement], 1
transactiondate, Reference, [ProcessingOrder; AccountReconciliation; FinancialInstrumentValuation; TradeSettlement; QuoteManagement; OrderAllocation; Underwriting; BankGuarantee; SalesProduct; DocumentServices; CorrespondentBankOperations; LetterofCredit; PaymentInstruction; CreditCard; StockLendingandRepos; BankDrafts; PositionKeeping; ServicingIssue; TradeClearing; CustomerRelationshipManagement; CorporateAction; SecuritiesFailsProcessing], 22
ServiceDirectoryEntry, CR, [ServiceDirectory], 1
PrivatePlacementInstrumentMaintenance, BQ, [PrivatePlacement], 1
documentdirectoryentry, Reference, [InvestmentAccount; SalesProductAgreement; PartyLifecycleManagement; PartyReferenceDataDirectory; DirectDebitMandate; CustomerAccessEntitlement; ServicingMandate], 7
DebtInstrument, BQ, [FinancialInstrumentReferenceDataManagement], 1
HelpServiceSelection, BQ, [InteractiveHelp], 1
CardFinancialSettlementProcedure, CR, [CardFinancialSettlement], 1
TradingBookAnalysisandReporting, BQ, [TradingBookOversight], 1
directory, Reference, [PartyLifecycleManagement], 1
LetterofCreditDemandPayment, BQ, [LetterofCredit], 1
TradingBookOversightOutcome, schema, [TradingBookOversight], 1
NotionalPoolingFacility, CR, [NotionalPooling], 1
customerstatement, Reference, [Underwriting], 1
WarrantInstrument, BQ, [FinancialInstrumentReferenceDataManagement], 1
ContactCenterAdministrativePlan, CR, [ContactCenterOperations], 1
instructionstatustypevalues, Enum, [PaymentExecution; LetterofCredit; BankDrafts; PaymentOrder], 4
Fulfill, BQ, [CorporateLease], 1
CustomerWorkbenchOperatingSession, CR, [CustomerWorkbench], 1
termdepositagreement, Reference, [TermDeposit], 1
documentservicetypevalues, Enum, [DocumentServices], 1
interestarrangement, Reference, [PositionKeeping], 1
ImpactAssessment, BQ, [PromotionalEvents], 1
IndexingandPublication, BQ, [KnowledgeExchange], 1
FraudDiagnosisAnalysis, CR, [FraudDiagnosis], 1
Initiative, BQ, [SegmentDirection; BusinessDevelopment], 2
RelationshipReciprocityAssessment, BQ, [CorrespondentBankRelationshipManagement], 1
FundInflowsandOutflow, BQ, [HedgeFundAdministration; MutualFundAdministration], 2
termdepositagreementtypevalues, Enum, [TermDeposit], 1
TradeCaptureandReporting, BQ, [TraderPositionOperations], 1
productfeaturemodality, Reference, [ProductDirectory], 1
MarketMakingQuote, BQ, [MarketMaking], 1
CustomerProductAndServiceDirectoryEntry, CR, [CustomerProductandServiceDirectory], 1
undertaking, Reference, [LetterofCredit], 1
service, Reference, [PartyLifecycleManagement; Underwriting; CustomerProductandServiceDirectory; BankGuarantee; CustomerOffer; CustomerProductAndServiceEligibility; CreditCardPositionKeeping; ConsumerLoan; LetterofCredit; StockLendingandRepos; CustomerPosition; BankDrafts; ServiceDirectory; Loan; ServicingMandate; SyndicateManagement; CorporateLoan; FinancialStatementAssessment], 18
Enquiries, BQ, [RegulatoryReporting], 1
directdebitmandate, Reference, [Leasing; SavingsAccount; CurrentAccount; DirectDebitMandate; MerchandisingLoan; CorporateCurrentAccount; MortgageLoan; TermDeposit], 8
TransactionCapture, BQ, [CardTransactionSwitch; CardTransactionCapture], 2
EnterpriseArchitectureSpecification, CR, [EnterpriseArchitecture], 1
DealerDeskOperatingSession, CR, [DealerDesk], 1
CentralCashHandlingOutcome, schema, [CentralCashHandling], 1
Archiving, BQ, [KnowledgeExchange], 1
accountdate, Reference, [Leasing; PaymentExecution; NotionalPooling; AccountReconciliation; InvestmentAccount; IssuedDeviceAdministration; CorporatePayrollServices; StandingOrder; CustomerProposition; PublicOffering; CorporateLease; SavingsAccount; CurrentAccount; MerchantRelations; DirectDebitMandate; ChequeLockBox; SalesProduct; MerchandisingLoan; DirectDebitsService; InternalBankAccount; CorrespondentBankOperations; CorporateCurrentAccount; ConsumerLoan; LetterofCredit; CreditCard; VirtualAccount; MortgageLoan; Factoring; Loan; ContractorandSupplierAgreement; MarketMaking; TermDeposit; ProductServiceAgency; SyndicatedLoan; CashConcentration; SubCustodianAgreement; MerchantAcquiringFacility; TrustServices; CorporateLoan; ProjectFinance; CounterpartyAdministration; PrivatePlacement; CorporateTrustServices], 43
AssetSecuritizationTransaction, CR, [AssetSecuritization], 1
repurchaseagreementtypevalues, Enum, [StockLendingandRepos], 1
Review_RefinementandEditing, BQ, [KnowledgeExchange], 1
deviceidentificationtypevalues, Enum, [Leasing; IssuedDeviceAdministration; SavingsAccount; CurrentAccount; ServiceProviderOperations; BrokeredProduct; MerchandisingLoan; CorporateCurrentAccount; ConsumerLoan; CreditCard; VirtualAccount; MortgageLoan; TermDeposit; CorporateLoan; CustomerRelationshipManagement], 15
customercreditratingassessment, Reference, [Underwriting; CustomerOffer; ConsumerLoan; CustomerPosition; Loan; CorporateLoan], 6
productdirectoryentry, Reference, [ProductDirectory], 1
settlementinstruction, Reference, [Leasing; CorrespondentBankOperations; PaymentOrder], 3
channel, Reference, [CustomerPosition], 1
MaintenanceAndUpgrades, BQ, [AdvancedVoiceServicesManagement; eBranchManagement], 2
CashConcentrationServiceConfiguration, BQ, [CashConcentration], 1
TrustTaxandExpense, BQ, [TrustServices; CorporateTrustServices], 2
documentinvolvement, Reference, [DocumentServices], 1
undertakingarrangementtypevalues, Enum, [LetterofCredit], 1
ServiceProviderAgreement, CR, [ProductServiceAgency], 1
Instruction, BQ, [CardFinancialSettlement], 1
AssetValuation, BQ, [FinancialInstrumentValuation], 1
BankDefinedProductandServiceTerm, BQ, [CustomerProposition], 1
Assignment, BQ, [IntellectualPropertyPortfolio; ProductExpertSalesSupport; ProductInventoryItemManagement; ServicingEventHistory; ContactCenterOperations; CardCollections], 6
Prospectus, BQ, [ECMAndDCM], 1
locationusage, Reference, [LocationDataManagement], 1
actiontypevalues, Enum, [Leasing; PaymentExecution; ProcessingOrder; NotionalPooling; AccountReconciliation; TradingBookOversight; FinancialInstrumentValuation; ProductDirectory; TradeSettlement; QuoteManagement; CorporatePayrollServices; OrderAllocation; CustomerProposition; CorporateFinance; PublicOffering; ProductSalesSupport; SavingsAccount; CustomerOffer; CurrentAccount; MerchantRelations; HedgeFundAdministration; MergersandAcquisitionsAdvisory; CustomerProductAndServiceEligibility; ChequeLockBox; BranchLocationOperations; MerchandisingLoan; DocumentServices; CorrespondentBankRelationshipManagement; CorporateCurrentAccount; ConsumerLoan; LetterofCredit; PaymentInstruction; CreditCard; VirtualAccount; BankDrafts; MortgageLoan; PaymentOrder; Factoring; ContractorandSupplierAgreement; ServicingIssue; MarketMaking; TermDeposit; ProductServiceAgency; MutualFundAdministration; SyndicateManagement; TradeClearing; CashConcentration; SubCustodianAgreement; TrustServices; CorporateLoan; ProjectFinance; CreditRiskOperations; UnitTrustAdministration; PrivatePlacement; CorporateAction; SecuritiesFailsProcessing; CorporateTrustServices], 57
customerproducteligibilityprofileclass, Reference, [ProductDirectory; CustomerRelationshipManagement], 2
compliancecheck, Reference, [CustomerOffer], 1
InternalBankAccountFacility, CR, [InternalBankAccount], 1
CustomerBillingProcedure, CR, [CustomerBilling], 1
ContractorandSupplierAgreementOutcome, schema, [ContractorandSupplierAgreement], 1
ProductionIssueResolution, BQ, [ServicingIssue], 1
ITStandardsAndGuidelinesOutcome, schema, [ITStandardsAndGuidelines], 1
QuoteManagementOutcome, schema, [QuoteManagement], 1
mandatetypevalues, Enum, [Leasing; SavingsAccount; CurrentAccount; MerchandisingLoan; CorporateCurrentAccount; MortgageLoan; TermDeposit], 7
collateralagreement, Reference, [CustomerOffer], 1
undertakingtypevalues, Enum, [LetterofCredit], 1
AccountBalanceSweepingFacility, CR, [CashConcentration], 1
rateplan, Reference, [PositionKeeping], 1
Authoring, BQ, [RegulatoryReporting], 1
system, Reference, [AccountReconciliation], 1
StaffandLocationPlanning, BQ, [BranchLocationManagement], 1
TradeConfirmationMatchingOutcome, schema, [TradeConfirmationMatching], 1
InvestmentAccountFacility, CR, [InvestmentAccount], 1
Distribution, BQ, [MarketDataSwitchOperation; ProductInventoryDistribution], 2
DocumentMaintenance, BQ, [ArchiveServices], 1
addresstypevalues, Enum, [Leasing; LocationDataManagement; InvestmentAccount; IssuedDeviceAdministration; ProductDirectory; SavingsAccount; CurrentAccount; DirectDebitMandate; ServiceProviderOperations; BranchLocationOperations; SalesProduct; BrokeredProduct; MerchandisingLoan; CorporateCurrentAccount; ConsumerLoan; LetterofCredit; CreditCard; VirtualAccount; MortgageLoan; Loan; TermDeposit; MerchantAcquiringFacility; CorporateLoan; CustomerRelationshipManagement], 24
RepoTransactionSecurityTransfer, BQ, [StockLendingandRepos], 1
Assisted, BQ, [PointofService], 1
ProductTrainingProcedure, CR, [ProductTraining], 1
IssuedDevice, BQ, [Leasing; SavingsAccount; CurrentAccount; CashManagementAndAccountServices; MerchandisingLoan; CorporateCurrentAccount; ConsumerLoan; CreditCard; VirtualAccount; MortgageLoan; TermDeposit; CorporateLoan], 12
AnalysisAlgorithm, schema, [MarketAnalysis; CompetitorAnalysis], 2
billpaymandatefacilityarrangement, Reference, [Leasing; SavingsAccount; CurrentAccount; MerchandisingLoan; CorporateCurrentAccount; MortgageLoan; TermDeposit], 7
Organization, BQ, [EnterpriseArchitecture], 1
accounttype, Reference, [Leasing; PaymentExecution; NotionalPooling; AccountReconciliation; InvestmentAccount; IssuedDeviceAdministration; CorporatePayrollServices; StandingOrder; CustomerProposition; PublicOffering; CorporateLease; SavingsAccount; CurrentAccount; MerchantRelations; DirectDebitMandate; ChequeLockBox; SalesProduct; MerchandisingLoan; DirectDebitsService; InternalBankAccount; CorrespondentBankOperations; CorporateCurrentAccount; ConsumerLoan; LetterofCredit; CreditCard; VirtualAccount; MortgageLoan; Factoring; Loan; ContractorandSupplierAgreement; MarketMaking; TermDeposit; ProductServiceAgency; SyndicatedLoan; CashConcentration; SubCustodianAgreement; MerchantAcquiringFacility; TrustServices; CorporateLoan; ProjectFinance; CounterpartyAdministration; PrivatePlacement; CorporateTrustServices], 43
CustomerBehavior, BQ, [FraudDiagnosis; ChannelActivityAnalysis], 2
TransferPricing, BQ, [ProductCombination], 1
CustomerBehaviorModelSpecification, CR, [CustomerBehaviorModels], 1
BankDraftsOutcome, schema, [BankDrafts], 1
customerproductprofileassessment, Reference, [CustomerProductAndServiceEligibility], 1
PricingTerms, BQ, [SpecialPricingConditions], 1
EmbeddedProductControl, BQ, [ProductCombination], 1
Profile, BQ, [LegalEntityDirectory], 1
ProductTrainingOutcome, schema, [ProductTraining], 1
mandatestatus, Reference, [Leasing; SavingsAccount; CurrentAccount; MerchandisingLoan; CorporateCurrentAccount; MortgageLoan; TermDeposit], 7
CorrespondenceandDocuments, BQ, [CustomerOffer], 1
limitstatus, Reference, [NotionalPooling; InvestmentAccount; CorporatePayrollServices; PublicOffering; SavingsAccount; CurrentAccount; ChequeLockBox; InternalBankAccount; CreditCardPositionKeeping; CorporateCurrentAccount; CreditCard; Factoring; PositionKeeping; MarketMaking; TermDeposit; CashConcentration; TrustServices; ProjectFinance; CreditRiskOperations; PrivatePlacement; CorporateTrustServices], 21
productfeature, Reference, [ProductDirectory; CustomerProductandServiceDirectory; CustomerProductAndServiceEligibility], 3
producttermandconditiontypevalues, Enum, [Underwriting], 1
servicingmandateinvolvementtypevalues, Enum, [ServicingMandate], 1
producttermandconditiontype, Reference, [Underwriting], 1
casetypevalues, Enum, [ProductDirectory], 1
AssetAndLiabilityPortfolioStrategy, CR, [AssetAndLiabilityManagement], 1
ChequesAssignment, BQ, [IssuedDeviceAdministration], 1
GuidelineComplianceAssessment, CR, [GuidelineCompliance], 1
limitstatustypevalues, Enum, [NotionalPooling; InvestmentAccount; CorporatePayrollServices; PublicOffering; SavingsAccount; CurrentAccount; ChequeLockBox; InternalBankAccount; CreditCardPositionKeeping; CorporateCurrentAccount; CreditCard; Factoring; PositionKeeping; MarketMaking; TermDeposit; CashConcentration; TrustServices; ProjectFinance; CreditRiskOperations; PrivatePlacement; CorporateTrustServices], 21
reportingarrangement, Reference, [CustomerPosition], 1
CustomerCampaignSpecification, CR, [CustomerCampaignDesign], 1
StandingOrderOutcome, schema, [StandingOrder], 1
TransactionBatch, BQ, [CardeCommerceGateway], 1
BankRelationshipManagementPlan, CR, [InterbankRelationshipManagement], 1
ChequeProcessingOutcome, schema, [ChequeProcessing], 1
EmployeePaymentServicesFacility, CR, [CorporatePayrollServices], 1
FinancialMarketAnalysis, CR, [FinancialMarketAnalysis], 1
MerchandisingLoanOutcome, schema, [MerchandisingLoan], 1
InformationFeedOperatingSession, CR, [InformationProviderOperation], 1
obaccountaccesspermissiontypevalues, Enum, [ServiceProviderOperations; ServicingMandate], 2
MerchantBehavior, BQ, [ChannelActivityAnalysis], 1
MarketPriceAnalysis, BQ, [eTradingWorkbench], 1
assetvaluation, Reference, [Underwriting; CustomerOffer; ConsumerLoan; CustomerPosition; Loan; CorporateLoan], 6
MarketOrderQuotation, BQ, [eTradingWorkbench], 1
ChannelActivityAnalysis, CR, [ChannelActivityAnalysis], 1
limittypevalues, Enum, [NotionalPooling; InvestmentAccount; CorporatePayrollServices; PublicOffering; SavingsAccount; CurrentAccount; ChequeLockBox; InternalBankAccount; CreditCardPositionKeeping; CorporateCurrentAccount; CreditCard; Factoring; PositionKeeping; MarketMaking; TermDeposit; CashConcentration; TrustServices; ProjectFinance; CreditRiskOperations; PrivatePlacement; CorporateTrustServices], 21
paymentmechanismtypevalues, Enum, [PaymentExecution; PaymentOrder], 2
customercontact, Reference, [CustomerRelationshipManagement], 1
feetypevalues, Enum, [Leasing; InvestmentAccount; BankGuarantee; SavingsAccount; CustomerOffer; CurrentAccount; DirectDebitMandate; MerchandisingLoan; DirectDebitsService; CorporateCurrentAccount; ConsumerLoan; LetterofCredit; CreditCard; StockLendingandRepos; VirtualAccount; BankDrafts; MortgageLoan; Loan; TermDeposit; MerchantAcquiringFacility; CorporateLoan; CorporateAction], 22
ParticipantService, BQ, [CardNetworkParticipantFacility], 1
InventoryAllocation, BQ, [BranchCurrencyManagement], 1
BankGuaranteeDefinitionandPricing, BQ, [BankGuarantee], 1
ChequeProcessingOperatingSession, CR, [ChequeProcessing], 1
InternalPublication, BQ, [MarketDataSwitchOperation], 1
ReviewerSelection, BQ, [CustomerSurveys], 1
NotionalAccountArrangement, BQ, [NotionalPooling], 1
FiduciaryAgreementOutcome, schema, [FiduciaryAgreement], 1
MarketOrderInitiation, BQ, [eTradingWorkbench], 1
savingsaccountagreement, Reference, [SavingsAccount], 1
